Rank;Joueur;Nationalité;Position du joueur;Équipe;Compétition;Âge;Année de naissance;Match joué;Match commencé;Minutes jouées;Minutes jouées (90min);But;Passe décisive;But et passe décisive;But sans le pénalty;Pénalty  réussi;Pénalty raté;Carton jaune;Carton rouge;But attendus;But sans pénalty attendu;Passe décisive attendu;But et passe décisive attendue hors penalty;Progression ballon;Progression passe;Progression dribble;But mis par 90 minutes;Passe décisive faite par 90 minutes;But et passe décisive mis par 90 minutes;But mis par 90 minutes sans les pénalty;But et passe décisive mis par 90 minutes sans pénalty;But attendu pour 90 minutes;Passe décisive attendus pour 90 minutes;Nombre de but et de passe décisive attendus pour 90 minutes;But attendu pour 90 minutes sans penalty;Nombre de but et de passe décisive attendus pour 90 minutes sans penalty
713;Eric Dier;ENG;DF;Tottenham;eng Premier League;29;1994;4;1;201;2.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
714;Eric Dier;ENG;DF;Bayern Munich;de Bundesliga;29;1994;15;13;1166;13.0;0;0;0;0;0;0;1;0;0.7;0.7;0.1;0.7;8;53;1;0.00;0.00;0.00;0.00;0.00;0.05;0.01;0.06;0.05;0.06
715;Guillaume Dietsch;FRA;GK;Metz;fr Ligue 1;22;2001;1;0;73;0.8;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
716;Florian Dietz;GER;FW,MF;Köln;de Bundesliga;24;1998;5;0;70;0.8;0;0;0;0;0;0;0;0;0.3;0.3;0.1;0.4;0;0;8;0.00;0.00;0.00;0.00;0.00;0.34;0.12;0.46;0.34;0.46
717;Lucas Digne;FRA;DF;Aston Villa;eng Premier League;30;1993;33;27;2410;26.8;1;3;4;1;0;0;7;0;1.1;1.1;4.1;5.2;42;77;200;0.04;0.11;0.15;0.04;0.15;0.04;0.15;0.19;0.04;0.19
718;Federico Dimarco;ITA;DF;Inter;it Serie A;25;1997;30;29;2077;23.1;5;6;11;5;0;0;0;0;2.9;2.7;8.5;11.1;51;100;198;0.22;0.26;0.48;0.22;0.48;0.13;0.37;0.49;0.12;0.48
719;Stole Dimitrievski;MKD;GK;Rayo Vallecano;es La Liga;29;1993;37;37;3330;37.0;0;0;0;0;0;0;2;0;0.0;0.0;0.1;0.1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
720;Junior Dina Ebimbe;FRA;MF,DF;Eint Frankfurt;de Bundesliga;22;2000;31;25;1956;21.7;5;3;8;5;0;0;5;0;5.0;5.0;2.9;7.9;57;79;157;0.23;0.14;0.37;0.23;0.37;0.23;0.13;0.36;0.23;0.36
721;Eren Dinkçi;GER;FW,MF;Heidenheim;de Bundesliga;21;2001;33;33;2650;29.4;10;5;15;10;0;0;8;0;4.3;4.3;3.7;8.0;85;89;143;0.34;0.17;0.51;0.34;0.51;0.15;0.13;0.27;0.15;0.27
722;Sinaly Diomande;CIV;DF;Lyon;fr Ligue 1;22;2001;10;10;889;9.9;0;0;0;0;0;0;2;0;1.0;1.0;0.7;1.7;5;43;0;0.00;0.00;0.00;0.00;0.00;0.10;0.07;0.17;0.10;0.17
723;Edan Diop;FRA;MF,DF;Monaco;fr Ligue 1;18;2004;10;0;163;1.8;0;0;0;0;0;0;3;0;0.0;0.0;0.0;0.0;4;7;11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
724;Issa Diop;FRA;DF;Fulham;eng Premier League;26;1997;18;16;1424;15.8;0;0;0;0;0;0;4;1;0.3;0.3;0.0;0.3;11;66;1;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02
725;Sofiane Diop;FRA;FW;Nice;fr Ligue 1;23;2000;10;6;499;5.5;0;0;0;0;0;0;0;0;1.2;1.2;0.8;2.0;20;17;43;0.00;0.00;0.00;0.00;0.00;0.22;0.14;0.36;0.22;0.36
726;Andy Diouf;FRA;MF;Lens;fr Ligue 1;20;2003;25;16;1314;14.6;1;0;1;1;0;0;2;0;1.5;1.5;1.1;2.6;63;80;55;0.07;0.00;0.07;0.07;0.07;0.10;0.08;0.18;0.10;0.18
727;Yehvann Diouf;FRA;GK;Reims;fr Ligue 1;23;1999;34;34;3060;34.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
728;Axel Disasi;FRA;DF;Chelsea;eng Premier League;25;1998;31;29;2579;28.7;2;0;2;2;0;0;6;0;2.4;2.4;0.3;2.7;30;112;21;0.07;0.00;0.07;0.07;0.07;0.08;0.01;0.09;0.08;0.09
729;Tiago Djaló;POR;DF;Juventus;it Serie A;23;2000;1;0;17;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
730;Chaim El Djebali;TUN;MF;Lyon;fr Ligue 1;19;2004;1;0;12;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
731;Djené;TOG;DF,MF;Getafe;es La Liga;31;1991;33;30;2484;27.6;0;0;0;0;0;0;14;1;0.1;0.1;0.3;0.4;13;98;19;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.00;0.02
732;Koffi Djidji;CIV;DF;Torino;it Serie A;30;1992;13;8;759;8.4;0;0;0;0;0;0;2;0;0.1;0.1;0.0;0.1;4;19;3;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01
733;Berat Djimsiti;ALB;DF;Atalanta;it Serie A;30;1993;37;32;2832;31.5;0;1;1;0;0;0;5;0;0.8;0.8;0.7;1.5;6;79;10;0.00;0.03;0.03;0.00;0.03;0.03;0.02;0.05;0.03;0.05
734;Marko Dmitrović;SRB;GK;Sevilla;es La Liga;31;1992;13;13;1170;13.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
735;Ben Doak;SCO;FW;Liverpool;eng Premier League;17;2005;1;0;14;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
736;Ritsu Doan;JPN;DF,MF;Freiburg;de Bundesliga;25;1998;30;26;2246;25.0;7;2;9;7;0;0;2;0;5.0;5.0;3.1;8.1;49;78;139;0.28;0.08;0.36;0.28;0.36;0.20;0.12;0.32;0.20;0.32
737;Lewis Dobbin;ENG;MF;Everton;eng Premier League;20;2003;12;1;232;2.6;1;0;1;1;0;0;1;0;0.3;0.3;0.5;0.8;6;3;20;0.39;0.00;0.39;0.39;0.39;0.11;0.19;0.30;0.11;0.30
738;Dodô;BRA;DF;Fiorentina;it Serie A;24;1998;9;7;523;5.8;0;0;0;0;0;0;0;0;0.1;0.1;0.8;0.9;20;39;21;0.00;0.00;0.00;0.00;0.00;0.01;0.13;0.15;0.01;0.15
739;Danilho Doekhi;NED;DF;Union Berlin;de Bundesliga;25;1998;24;24;2160;24.0;2;0;2;2;0;0;2;0;1.2;1.2;0.2;1.3;7;65;6;0.08;0.00;0.08;0.08;0.08;0.05;0.01;0.06;0.05;0.06
740;Matt Doherty;IRL;DF,MF;Wolves;eng Premier League;31;1992;30;9;1150;12.8;1;0;1;1;0;0;2;0;0.8;0.8;1.3;2.2;12;31;64;0.08;0.00;0.08;0.08;0.08;0.07;0.10;0.17;0.07;0.17
741;Josh Doig;SCO;DF;Hellas Verona;it Serie A;21;2002;12;11;830;9.2;0;0;0;0;0;0;2;0;0.2;0.2;0.3;0.5;23;15;22;0.00;0.00;0.00;0.00;0.00;0.02;0.04;0.06;0.02;0.06
742;Josh Doig;SCO;DF;Sassuolo;it Serie A;21;2002;16;15;1343;14.9;0;2;2;0;0;0;5;0;0.2;0.2;1.1;1.3;30;33;45;0.00;0.13;0.13;0.00;0.13;0.01;0.08;0.09;0.01;0.09
743;Jeremy Doku;BEL;FW,MF;Manchester City;eng Premier League;21;2002;29;18;1595;17.7;3;8;11;3;0;0;3;0;2.5;2.5;4.6;7.1;218;57;295;0.17;0.45;0.62;0.17;0.62;0.14;0.26;0.40;0.14;0.40
744;Jeremy Doku;BEL;FW;Rennes;fr Ligue 1;21;2002;2;1;111;1.2;1;0;1;1;0;0;0;0;0.6;0.6;0.2;0.8;11;5;19;0.81;0.00;0.81;0.81;0.81;0.48;0.16;0.64;0.48;0.64
745;Jaume Doménech;ESP;GK;Valencia;es La Liga;32;1990;2;1;79;0.9;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
746;Carlos Dominguez;ESP;DF;Celta Vigo;es La Liga;22;2001;22;18;1584;17.6;0;0;0;0;0;0;2;0;0.3;0.3;0.1;0.4;11;63;3;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.02;0.02;0.02
747;Mario Dominguez;ESP;FW;Valencia;es La Liga;19;2004;3;0;25;0.3;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;0;1;1;0.00;0.00;0.00;0.00;0.00;0.59;0.00;0.59;0.59;0.59
748;Nicolás Domínguez;ARG;MF,FW;Nott'ham Forest;eng Premier League;25;1998;26;19;1495;16.6;2;2;4;2;0;0;4;0;1.3;1.3;1.0;2.3;14;91;43;0.12;0.12;0.24;0.12;0.24;0.08;0.06;0.14;0.08;0.14
749;Nicolás Domínguez;ARG;MF;Bologna;it Serie A;25;1998;2;1;102;1.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;9;3;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.00;0.04
750;Giulio Donati;ITA;DF;Monza;it Serie A;33;1990;4;0;36;0.4;0;0;0;0;0;0;2;0;0.0;0.0;0.2;0.2;0;3;5;0.00;0.00;0.00;0.00;0.00;0.05;0.46;0.51;0.05;0.51
751;Jamie Donley;ENG;FW;Tottenham;eng Premier League;18;2005;3;0;3;0.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
752;Gianluigi Donnarumma;ITA;GK;Paris S-G;fr Ligue 1;24;1999;25;25;2169;24.1;0;0;0;0;0;0;3;1;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
753;Patrick Dorgu;DEN;DF,MF;Lecce;it Serie A;18;2004;32;17;1564;17.4;2;0;2;2;0;0;6;0;2.0;2.0;1.6;3.6;37;49;86;0.12;0.00;0.12;0.12;0.12;0.11;0.09;0.21;0.11;0.21
754;Niklas Dorsch;GER;MF;Augsburg;de Bundesliga;25;1998;21;16;1386;15.4;0;0;0;0;0;0;5;0;0.7;0.7;0.1;0.8;12;47;12;0.00;0.00;0.00;0.00;0.00;0.04;0.01;0.05;0.04;0.05
755;Alberto Dossena;ITA;DF;Cagliari;it Serie A;24;1998;35;33;2977;33.1;2;4;6;2;0;0;5;0;2.2;2.2;2.1;4.3;9;89;2;0.06;0.12;0.18;0.06;0.18;0.07;0.06;0.13;0.07;0.13
756;Carlos Dotor;ESP;MF;Celta Vigo;es La Liga;22;2001;17;7;708;7.9;0;0;0;0;0;0;2;0;0.2;0.2;0.1;0.3;3;30;12;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.04;0.02;0.04
757;Abdoulaye Doucouré;MLI;FW,MF;Everton;eng Premier League;30;1993;32;32;2629;29.2;7;1;8;7;0;0;7;0;8.8;8.8;2.9;11.6;55;97;140;0.24;0.03;0.27;0.24;0.27;0.30;0.10;0.40;0.30;0.40
758;Cheick Doucouré;MLI;MF;Crystal Palace;eng Premier League;23;2000;11;11;919;10.2;0;0;0;0;0;0;2;0;0.3;0.3;0.7;1.0;9;49;5;0.00;0.00;0.00;0.00;0.00;0.03;0.07;0.10;0.03;0.10
759;Siriné Doucouré;MLI;FW;Lorient;fr Ligue 1;21;2002;11;5;423;4.7;1;3;4;1;0;0;2;0;0.9;0.9;1.3;2.2;14;5;35;0.21;0.64;0.85;0.21;0.85;0.20;0.28;0.47;0.20;0.47
760;Désiré Doué;FRA;MF,FW;Rennes;fr Ligue 1;18;2005;31;17;1626;18.1;4;4;8;4;0;0;3;0;2.4;2.4;3.7;6.1;78;121;172;0.22;0.22;0.44;0.22;0.44;0.13;0.21;0.34;0.13;0.34
761;Guela Doué;CIV;DF;Rennes;fr Ligue 1;20;2002;24;13;1234;13.7;0;2;2;0;0;0;1;1;0.5;0.5;1.1;1.6;41;53;85;0.00;0.15;0.15;0.00;0.15;0.04;0.08;0.12;0.04;0.12
762;Alfie Doughty;ENG;DF;Luton Town;eng Premier League;23;1999;37;34;2925;32.5;2;8;10;2;0;0;5;0;1.3;1.3;6.3;7.6;94;106;164;0.06;0.25;0.31;0.06;0.31;0.04;0.19;0.23;0.04;0.23
763;Douglas;BRA;MF;Nantes;fr Ligue 1;26;1997;25;22;1772;19.7;0;0;0;0;0;0;7;0;1.2;1.2;1.1;2.3;12;105;18;0.00;0.00;0.00;0.00;0.00;0.06;0.06;0.12;0.06;0.12
764;Ismaël Doukouré;FRA;MF,DF;Strasbourg;fr Ligue 1;20;2003;22;19;1656;18.4;0;0;0;0;0;0;4;0;0.3;0.3;0.2;0.5;15;80;7;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03
765;Kamory Doumbia;MLI;MF;Brest;fr Ligue 1;20;2003;25;7;879;9.8;6;5;11;6;0;0;1;0;4.2;4.2;0.9;5.0;22;48;43;0.61;0.51;1.13;0.61;1.13;0.43;0.09;0.52;0.43;0.52
766;Anastasios Douvikas;GRE;FW;Celta Vigo;es La Liga;23;1999;32;7;905;10.1;7;1;8;7;0;0;2;0;4.6;4.6;1.3;5.9;10;13;53;0.70;0.10;0.80;0.70;0.80;0.46;0.13;0.59;0.46;0.59
767;Artem Dovbyk;UKR;FW;Girona;es La Liga;26;1997;36;32;2587;28.7;24;8;32;17;7;8;2;0;24.2;17.9;6.2;24.1;18;26;118;0.83;0.28;1.11;0.59;0.87;0.84;0.21;1.05;0.62;0.84
768;Nikola Dovedan;AUT;MF,FW;Heidenheim;de Bundesliga;29;1994;21;5;656;7.3;3;1;4;3;0;0;0;1;1.9;1.9;0.6;2.6;12;22;25;0.41;0.14;0.55;0.41;0.55;0.26;0.09;0.35;0.26;0.35
769;Damion Downs;GER;FW,MF;Köln;de Bundesliga;19;2004;10;0;181;2.0;2;0;2;2;0;0;0;0;1.0;1.0;0.0;1.0;1;0;5;0.99;0.00;0.99;0.99;0.99;0.51;0.00;0.51;0.51;0.51
770;Tommy Doyle;ENG;MF;Wolves;eng Premier League;21;2001;26;11;1222;13.6;0;0;0;0;0;0;2;0;0.4;0.4;0.4;0.9;21;81;17;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.06;0.03;0.06
771;Radu Drăgușin;ROU;DF;Tottenham;eng Premier League;21;2002;9;4;429;4.8;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;5;8;1;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03
772;Radu Drăgușin;ROU;DF;Genoa;it Serie A;21;2002;19;19;1710;19.0;2;1;3;2;0;0;1;0;1.0;1.0;0.8;1.9;6;29;13;0.11;0.05;0.16;0.11;0.16;0.05;0.04;0.10;0.05;0.10
773;Dion Drena Beljo;CRO;FW,MF;Augsburg;de Bundesliga;21;2002;26;3;581;6.5;2;0;2;2;0;0;2;0;3.0;3.0;0.5;3.5;16;20;35;0.31;0.00;0.31;0.31;0.31;0.46;0.08;0.54;0.46;0.54
774;Tim Drexler;GER;DF;Hoffenheim;de Bundesliga;18;2005;8;6;573;6.4;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;6;12;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
775;Domingos Duarte;POR;DF;Getafe;es La Liga;28;1995;15;11;907;10.1;0;0;0;0;0;0;5;2;0.3;0.3;0.1;0.4;7;47;0;0.00;0.00;0.00;0.00;0.00;0.03;0.01;0.04;0.03;0.04
776;Rubén Duarte;ESP;DF;Alavés;es La Liga;27;1995;28;21;1878;20.9;2;1;3;2;0;0;7;0;0.7;0.7;1.5;2.2;16;81;39;0.10;0.05;0.14;0.10;0.14;0.03;0.07;0.10;0.03;0.10
777;Martin Dúbravka;SVK;GK;Newcastle Utd;eng Premier League;34;1989;23;22;1985;22.1;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
778;Marvin Ducksch;GER;FW;Werder Bremen;de Bundesliga;29;1994;33;32;2696;30.0;12;9;21;7;5;6;9;0;12.8;7.9;7.8;15.7;17;88;150;0.40;0.30;0.70;0.23;0.53;0.43;0.26;0.69;0.26;0.52
779;Ondrej Duda;SVK;MF;Hellas Verona;it Serie A;28;1994;32;29;2456;27.3;1;4;5;1;0;1;14;2;2.2;1.4;3.3;4.7;34;117;47;0.04;0.15;0.18;0.04;0.18;0.08;0.12;0.20;0.05;0.17
780;Denzel Dumfries;NED;DF;Inter;it Serie A;27;1996;31;19;1639;18.2;4;4;8;4;0;0;2;1;2.3;2.3;4.9;7.1;50;51;147;0.22;0.22;0.44;0.22;0.44;0.12;0.27;0.39;0.12;0.39
781;Paul Dummett;WAL;DF;Newcastle Utd;eng Premier League;31;1991;5;0;20;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;1;0;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.11;0.11;0.11
782;Alfred Duncan;GHA;MF;Fiorentina;it Serie A;30;1993;30;24;1888;21.0;2;5;7;2;0;0;2;0;1.5;1.5;2.0;3.5;23;133;47;0.10;0.24;0.33;0.10;0.33;0.07;0.10;0.17;0.07;0.17
783;Lewis Dunk;ENG;DF;Brighton;eng Premier League;31;1991;33;33;2869;31.9;3;1;4;3;0;0;7;1;3.1;3.1;0.9;4.0;33;152;13;0.09;0.03;0.13;0.09;0.13;0.10;0.03;0.12;0.10;0.12
784;Jhon Durán;COL;FW,MF;Aston Villa;eng Premier League;19;2003;23;3;475;5.3;5;0;5;5;0;0;5;0;2.0;2.0;0.3;2.3;9;9;25;0.95;0.00;0.95;0.95;0.95;0.38;0.06;0.44;0.38;0.44
785;Julien Duranville;BEL;FW,MF;Dortmund;de Bundesliga;17;2006;2;0;12;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
786;Hugo Duro;ESP;FW;Valencia;es La Liga;23;1999;37;35;2976;33.1;13;2;15;13;0;0;4;0;11.5;11.5;1.3;12.9;27;34;157;0.39;0.06;0.45;0.39;0.45;0.35;0.04;0.39;0.35;0.39
787;Jean-Kevin Duverne;HAI;DF;Nantes;fr Ligue 1;26;1997;19;15;1348;15.0;0;0;0;0;0;0;5;0;0.3;0.3;0.2;0.5;18;64;23;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03
788;Paulo Dybala;ARG;FW,MF;Roma;it Serie A;29;1993;28;25;1959;21.8;13;9;22;6;7;7;3;0;10.6;5.1;4.3;9.4;79;122;167;0.60;0.41;1.01;0.28;0.69;0.49;0.20;0.68;0.23;0.43
789;Aron Dønnum;NOR;FW,MF;Toulouse;fr Ligue 1;25;1998;27;19;1595;17.7;0;1;1;0;0;0;8;0;1.0;1.0;2.1;3.1;69;66;120;0.00;0.06;0.06;0.00;0.06;0.06;0.12;0.18;0.06;0.18
790;George Earthy;ENG;FW;West Ham;eng Premier League;18;2004;3;0;34;0.4;1;0;1;1;0;0;0;0;0.3;0.3;0.0;0.3;0;1;3;2.65;0.00;2.65;2.65;2.65;0.82;0.00;0.82;0.82;0.82
791;Simon Ebonog;CMR;MF;Le Havre;fr Ligue 1;18;2004;4;0;20;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
792;Festy Ebosele;IRL;DF;Udinese;it Serie A;20;2002;31;20;1700;18.9;0;0;0;0;0;0;6;1;0.8;0.8;1.8;2.6;67;35;98;0.00;0.00;0.00;0.00;0.00;0.04;0.10;0.14;0.04;0.14
793;Enzo Ebosse;CMR;DF;Udinese;it Serie A;24;1999;1;0;8;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
794;Tyronne Ebuehi;NGA;DF;Empoli;it Serie A;27;1995;15;11;1099;12.2;0;1;1;0;0;0;0;0;0.3;0.3;0.9;1.2;34;37;35;0.00;0.08;0.08;0.00;0.08;0.02;0.07;0.10;0.02;0.10
795;Ederson;BRA;GK;Manchester City;eng Premier League;29;1993;33;33;2785;30.9;0;0;0;0;0;0;5;0;0.0;0.0;0.1;0.1;0;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
796;Éderson;BRA;MF;Atalanta;it Serie A;24;1999;36;32;2869;31.9;6;1;7;6;0;0;8;0;3.5;3.5;1.4;4.9;32;214;50;0.19;0.03;0.22;0.19;0.22;0.11;0.04;0.15;0.11;0.15
797;Odsonne Édouard;FRA;FW,MF;Crystal Palace;eng Premier League;25;1998;30;17;1555;17.3;7;0;7;7;0;0;4;0;6.2;6.2;1.2;7.4;33;36;100;0.41;0.00;0.41;0.41;0.41;0.36;0.07;0.43;0.36;0.43
798;John Egan;IRL;DF;Sheffield Utd;eng Premier League;30;1992;6;6;482;5.4;0;0;0;0;0;0;2;0;0.2;0.2;0.0;0.2;0;5;1;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03
799;Maximilian Eggestein;GER;MF;Freiburg;de Bundesliga;26;1996;33;33;2914;32.4;1;2;3;1;0;0;6;0;2.4;2.4;2.8;5.2;42;162;72;0.03;0.06;0.09;0.03;0.09;0.07;0.09;0.16;0.07;0.16
800;Lilian Egloff;GER;MF,DF;Stuttgart;de Bundesliga;20;2002;5;1;106;1.2;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.2;2;2;2;0.00;0.00;0.00;0.00;0.00;0.15;0.00;0.15;0.15;0.15
801;Kingsley Ehizibue;NED;DF;Udinese;it Serie A;28;1995;23;11;955;10.6;0;1;1;0;0;0;4;0;1.3;1.3;0.7;2.0;18;15;44;0.00;0.09;0.09;0.00;0.09;0.12;0.07;0.19;0.12;0.19
802;Hjalmar Ekdal;SWE;DF;Burnley;eng Premier League;24;1998;8;5;437;4.9;0;0;0;0;0;0;2;0;0.1;0.1;0.1;0.1;5;11;1;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.03;0.01;0.03
803;Hugo Ekitike;FRA;FW;Paris S-G;fr Ligue 1;21;2002;1;0;9;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;3;0.00;0.00;0.00;0.00;0.00;0.00;0.30;0.30;0.00;0.30
804;Hugo Ekitike;FRA;FW;Eint Frankfurt;de Bundesliga;21;2002;14;7;716;8.0;4;2;6;4;0;0;3;0;2.4;2.4;1.7;4.1;16;9;60;0.50;0.25;0.75;0.50;0.75;0.30;0.21;0.51;0.30;0.51
805;Emmanuel Ekong;SWE;FW;Empoli;it Serie A;21;2002;1;0;5;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.19;0.19;0.00;0.19
806;Caleb Ekuban;GHA;FW;Genoa;it Serie A;29;1994;29;10;1131;12.6;4;1;5;4;0;0;0;0;2.9;2.9;1.4;4.2;14;15;93;0.32;0.08;0.40;0.32;0.40;0.23;0.11;0.34;0.23;0.34
807;Anthony Elanga;SWE;FW,MF;Nott'ham Forest;eng Premier League;21;2002;36;25;2433;27.0;5;9;14;5;0;0;1;0;6.6;6.6;6.7;13.3;98;49;196;0.18;0.33;0.52;0.18;0.52;0.24;0.25;0.49;0.24;0.49
808;Simon Elisor;FRA;FW;Metz;fr Ligue 1;24;1999;14;9;767;8.5;1;0;1;1;0;1;1;0;2.3;1.5;0.9;2.4;9;14;43;0.12;0.00;0.12;0.12;0.12;0.27;0.11;0.38;0.18;0.29
809;Harvey Elliott;ENG;MF,FW;Liverpool;eng Premier League;20;2003;34;11;1352;15.0;3;6;9;3;0;0;2;0;2.7;2.7;3.5;6.2;44;128;122;0.20;0.40;0.60;0.20;0.60;0.18;0.23;0.42;0.18;0.42
810;Elif Elmas;MKD;FW,MF;Napoli;it Serie A;23;1999;11;4;339;3.8;2;0;2;2;0;0;2;0;0.5;0.5;0.2;0.7;14;16;26;0.53;0.00;0.53;0.53;0.53;0.13;0.06;0.19;0.13;0.19
811;Elif Elmas;MKD;MF,FW;RB Leipzig;de Bundesliga;23;1999;14;2;266;3.0;0;0;0;0;0;0;0;0;0.8;0.8;0.1;0.9;9;9;18;0.00;0.00;0.00;0.00;0.00;0.27;0.04;0.31;0.27;0.31
812;Mohamed Elneny;EGY;MF;Arsenal;eng Premier League;31;1992;3;0;28;0.3;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;1;1;0;0.00;0.00;0.00;0.00;0.00;0.26;0.00;0.26;0.26;0.26
813;Aritz Elustondo;ESP;DF;Real Sociedad;es La Liga;29;1994;15;7;812;9.0;0;1;1;0;0;0;2;0;0.3;0.3;0.6;0.9;4;31;2;0.00;0.11;0.11;0.00;0.11;0.03;0.07;0.10;0.03;0.10
814;Nico Elvedi;SUI;DF;Gladbach;de Bundesliga;26;1996;30;28;2482;27.6;2;1;3;2;0;0;5;0;1.6;1.6;0.1;1.7;37;109;6;0.07;0.04;0.11;0.07;0.11;0.06;0.00;0.06;0.06;0.06
815;Adri Embarba;ESP;FW,MF;Almería;es La Liga;31;1992;36;29;2476;27.5;3;2;5;2;1;1;5;0;4.3;3.5;4.4;8.0;94;58;167;0.11;0.07;0.18;0.07;0.15;0.16;0.16;0.32;0.13;0.29
816;Breel Embolo;SUI;FW;Monaco;fr Ligue 1;26;1997;5;2;182;2.0;1;0;1;1;0;0;0;0;0.7;0.7;0.1;0.8;8;7;20;0.49;0.00;0.49;0.49;0.49;0.35;0.06;0.41;0.35;0.41
817;Emanuel Emegha;NED;FW;Strasbourg;fr Ligue 1;20;2003;28;23;2078;23.1;8;1;9;8;0;1;3;0;10.8;10.0;0.4;10.4;24;11;115;0.35;0.04;0.39;0.35;0.39;0.47;0.02;0.49;0.43;0.45
818;Emerson;BRA;DF;Tottenham;eng Premier League;24;1999;22;11;1161;12.9;1;0;1;1;0;0;4;0;0.2;0.2;0.4;0.6;21;57;35;0.08;0.00;0.08;0.08;0.08;0.02;0.03;0.05;0.02;0.05
819;Youssef En-Nesyri;MAR;FW;Sevilla;es La Liga;26;1997;33;28;2570;28.6;16;2;18;15;1;1;4;0;10.8;10.0;1.3;11.3;17;17;81;0.56;0.07;0.63;0.53;0.60;0.38;0.04;0.42;0.35;0.40
820;Julio Enciso;PAR;MF,FW;Brighton;eng Premier League;19;2004;12;5;475;5.3;0;2;2;0;0;0;2;0;1.4;1.4;1.7;3.2;28;21;29;0.00;0.38;0.38;0.00;0.38;0.27;0.32;0.59;0.27;0.59
